"Step","anthropic_dpo_gpt2_final - rewards_train/chosen","anthropic_dpo_gpt2_final - rewards_train/chosen__MIN","anthropic_dpo_gpt2_final - rewards_train/chosen__MAX"
"7112","-0.024703503198300798","-0.024703503198300798","-0.024703503198300798"
"7168","-0.03133403338627735","-0.03133403338627735","-0.03133403338627735"
"7224","-0.028301438399163697","-0.028301438399163697","-0.028301438399163697"
"7280","-0.059372422632804955","-0.059372422632804955","-0.059372422632804955"
"7336","-0.02635855255872836","-0.02635855255872836","-0.02635855255872836"
"7392","-0.038693750461485855","-0.038693750461485855","-0.038693750461485855"
"7448","-0.035170963616110384","-0.035170963616110384","-0.035170963616110384"
"7504","-0.04153090521989119","-0.04153090521989119","-0.04153090521989119"
"7560","-0.029526883976359386","-0.029526883976359386","-0.029526883976359386"
"7616","-0.040969652968669834","-0.040969652968669834","-0.040969652968669834"
"7672","-0.03721073823483797","-0.03721073823483797","-0.03721073823483797"
"7728","-0.04125199817159834","-0.04125199817159834","-0.04125199817159834"
"7784","-0.008208468413916611","-0.008208468413916611","-0.008208468413916611"
"7840","-0.042477576612630706","-0.042477576612630706","-0.042477576612630706"
"7896","-0.01959980344812114","-0.01959980344812114","-0.01959980344812114"
"7952","-0.06104860606743993","-0.06104860606743993","-0.06104860606743993"
"8008","-0.025748892478683654","-0.025748892478683654","-0.025748892478683654"
"8064","-0.028001333700861625","-0.028001333700861625","-0.028001333700861625"
"8120","-0.027580168932521094","-0.027580168932521094","-0.027580168932521094"
"8176","-0.03746611886405541","-0.03746611886405541","-0.03746611886405541"
"8232","-0.05350273558481907","-0.05350273558481907","-0.05350273558481907"
"8288","-0.03973188630091803","-0.03973188630091803","-0.03973188630091803"
"8344","-0.010090959500909472","-0.010090959500909472","-0.010090959500909472"
"8400","-0.025103442358537603","-0.025103442358537603","-0.025103442358537603"
"8456","-0.03926129608104626","-0.03926129608104626","-0.03926129608104626"
"8512","-0.0018500456111117576","-0.0018500456111117576","-0.0018500456111117576"
"8568","-0.008802776438339302","-0.008802776438339302","-0.008802776438339302"
"8624","-0.034557163738403084","-0.034557163738403084","-0.034557163738403084"
"8680","-0.05560933479622084","-0.05560933479622084","-0.05560933479622084"
"8736","-0.03523892904437768","-0.03523892904437768","-0.03523892904437768"
"8792","-0.015360436872773183","-0.015360436872773183","-0.015360436872773183"
"8848","-0.032293290947563946","-0.032293290947563946","-0.032293290947563946"
"8904","-0.013473606843035668","-0.013473606843035668","-0.013473606843035668"
"8960","-0.04503382979358624","-0.04503382979358624","-0.04503382979358624"
"9016","-0.031143002059252467","-0.031143002059252467","-0.031143002059252467"
"9072","-0.047202569844860896","-0.047202569844860896","-0.047202569844860896"
"9128","-0.033370348316869546","-0.033370348316869546","-0.033370348316869546"
"9184","-0.05203843849206654","-0.05203843849206654","-0.05203843849206654"
"9240","-0.05926141472203502","-0.05926141472203502","-0.05926141472203502"
"9296","-0.03243756434191406","-0.03243756434191406","-0.03243756434191406"
"9352","-0.04112620941547599","-0.04112620941547599","-0.04112620941547599"
"9408","-0.03267317931022262","-0.03267317931022262","-0.03267317931022262"
"9464","-0.0658337946224492","-0.0658337946224492","-0.0658337946224492"
"9520","-0.04242906255300719","-0.04242906255300719","-0.04242906255300719"
"9576","-0.05874866714778667","-0.05874866714778667","-0.05874866714778667"
"9632","-0.007582410758232072","-0.007582410758232072","-0.007582410758232072"
"9688","-0.04026001387198145","-0.04026001387198145","-0.04026001387198145"
"9744","-0.046354015241377056","-0.046354015241377056","-0.046354015241377056"
"9800","-0.06432263085298473","-0.06432263085298473","-0.06432263085298473"
"9856","-0.03290832887190239","-0.03290832887190239","-0.03290832887190239"
"9912","-0.005631895425419013","-0.005631895425419013","-0.005631895425419013"
"9968","-0.04969820116336147","-0.04969820116336147","-0.04969820116336147"
"10024","-0.046590417448896915","-0.046590417448896915","-0.046590417448896915"
"10080","-0.08471912592843485","-0.08471912592843485","-0.08471912592843485"
"10136","-0.06638655026714939","-0.06638655026714939","-0.06638655026714939"
"10192","-0.07563220651354641","-0.07563220651354641","-0.07563220651354641"
"10248","-0.03836662109248815","-0.03836662109248815","-0.03836662109248815"
"10304","-0.054356305156640396","-0.054356305156640396","-0.054356305156640396"
"10360","-0.0284064537214969","-0.0284064537214969","-0.0284064537214969"
"10416","-0.029626259313469443","-0.029626259313469443","-0.029626259313469443"
"10472","-0.026324252877392002","-0.026324252877392002","-0.026324252877392002"
"10528","-0.0389126923061364","-0.0389126923061364","-0.0389126923061364"
"10584","-0.03359165623866526","-0.03359165623866526","-0.03359165623866526"
"10640","-0.05165464920476855","-0.05165464920476855","-0.05165464920476855"
"10696","-0.05666184903687584","-0.05666184903687584","-0.05666184903687584"
"10752","-0.040331379180618875","-0.040331379180618875","-0.040331379180618875"
"10808","-0.02168048580157726","-0.02168048580157726","-0.02168048580157726"
"10864","-0.04456458154406088","-0.04456458154406088","-0.04456458154406088"
"10920","-0.0624445401893657","-0.0624445401893657","-0.0624445401893657"
"10976","-0.08229923993530974","-0.08229923993530974","-0.08229923993530974"
"11032","-0.058964397108259924","-0.058964397108259924","-0.058964397108259924"
"11088","-0.10408979253467503","-0.10408979253467503","-0.10408979253467503"
"11144","-0.04112748635816388","-0.04112748635816388","-0.04112748635816388"
"11200","-0.08616547569454269","-0.08616547569454269","-0.08616547569454269"
"11256","-0.016162084125729354","-0.016162084125729354","-0.016162084125729354"
"11312","-0.04758460653162425","-0.04758460653162425","-0.04758460653162425"
"11368","-0.038789912367974466","-0.038789912367974466","-0.038789912367974466"
"11424","-0.008226316873333417","-0.008226316873333417","-0.008226316873333417"
"11480","-0.02553215294513696","-0.02553215294513696","-0.02553215294513696"
"11536","-0.07784122854839855","-0.07784122854839855","-0.07784122854839855"
"11592","-0.059622531795563795","-0.059622531795563795","-0.059622531795563795"
"11648","-0.05572139588669719","-0.05572139588669719","-0.05572139588669719"
"11704","-0.06835178930001955","-0.06835178930001955","-0.06835178930001955"
"11760","-0.07155745695733155","-0.07155745695733155","-0.07155745695733155"
"11816","-0.04716734008525236","-0.04716734008525236","-0.04716734008525236"
"11872","-0.08960389375473217","-0.08960389375473217","-0.08960389375473217"
"11928","-0.04970548133132979","-0.04970548133132979","-0.04970548133132979"
"11984","-0.05446384483366273","-0.05446384483366273","-0.05446384483366273"
"12040","-0.062134541648750506","-0.062134541648750506","-0.062134541648750506"
"12096","-0.04542198851027024","-0.04542198851027024","-0.04542198851027024"
"12152","-0.05199387482328651","-0.05199387482328651","-0.05199387482328651"
"12208","-0.052608430360426915","-0.052608430360426915","-0.052608430360426915"
"12264","-0.0752111296314979","-0.0752111296314979","-0.0752111296314979"
"12320","-0.05838433602184523","-0.05838433602184523","-0.05838433602184523"
"12376","-0.024336266855243593","-0.024336266855243593","-0.024336266855243593"
"12432","-0.08208225358976051","-0.08208225358976051","-0.08208225358976051"
"12488","-0.03555426288706561","-0.03555426288706561","-0.03555426288706561"
"12544","-0.0421327491349075","-0.0421327491349075","-0.0421327491349075"
"12600","-0.06421711180587408","-0.06421711180587408","-0.06421711180587408"
"12656","-0.03332998494928082","-0.03332998494928082","-0.03332998494928082"
"12712","-0.046463872068367586","-0.046463872068367586","-0.046463872068367586"
"12768","-0.03946676745060055","-0.03946676745060055","-0.03946676745060055"
"12824","-0.07560381834142997","-0.07560381834142997","-0.07560381834142997"
"12880","-0.051711187028558925","-0.051711187028558925","-0.051711187028558925"
"12936","-0.052741793795576086","-0.052741793795576086","-0.052741793795576086"
"12992","-0.05799466188667187","-0.05799466188667187","-0.05799466188667187"
"13048","-0.05685925045205901","-0.05685925045205901","-0.05685925045205901"
"13104","-0.07643612427636981","-0.07643612427636981","-0.07643612427636981"
"13160","-0.03335556346860358","-0.03335556346860358","-0.03335556346860358"
"13216","-0.061533920095826034","-0.061533920095826034","-0.061533920095826034"
"13272","-0.06890582624570622","-0.06890582624570622","-0.06890582624570622"
"13328","-0.042523304330340274","-0.042523304330340274","-0.042523304330340274"
"13384","-0.0687800349041936","-0.0687800349041936","-0.0687800349041936"
"13440","-0.05000192444519295","-0.05000192444519295","-0.05000192444519295"
"13496","-0.054645050998866886","-0.054645050998866886","-0.054645050998866886"
"13552","-0.04421066882484107","-0.04421066882484107","-0.04421066882484107"
"13608","-0.07765553150481234","-0.07765553150481234","-0.07765553150481234"
"13664","-0.07314105190744158","-0.07314105190744158","-0.07314105190744158"
"13720","-0.09224658467671058","-0.09224658467671058","-0.09224658467671058"
"13776","-0.08888543188368203","-0.08888543188368203","-0.08888543188368203"
"13832","-0.0511303375630329","-0.0511303375630329","-0.0511303375630329"
"13888","-0.09711745545185597","-0.09711745545185597","-0.09711745545185597"
"13944","-0.027149270734904956","-0.027149270734904956","-0.027149270734904956"
"14000","-0.09549061510127406","-0.09549061510127406","-0.09549061510127406"
"14056","-0.09607774075023674","-0.09607774075023674","-0.09607774075023674"
"14112","-0.04933854183764197","-0.04933854183764197","-0.04933854183764197"
"14168","-0.09489904917306073","-0.09489904917306073","-0.09489904917306073"
"14224","-0.059888438023335766","-0.059888438023335766","-0.059888438023335766"
"14280","-0.07178534859364542","-0.07178534859364542","-0.07178534859364542"
"14336","-0.04315622260037344","-0.04315622260037344","-0.04315622260037344"
"14392","-0.028001394549695153","-0.028001394549695153","-0.028001394549695153"
"14448","-0.06638432409332988","-0.06638432409332988","-0.06638432409332988"
"14504","-0.07038320980306405","-0.07038320980306405","-0.07038320980306405"
"14560","-0.0997322654426777","-0.0997322654426777","-0.0997322654426777"
"14616","-0.07349911879282445","-0.07349911879282445","-0.07349911879282445"
"14672","-0.0761606038431637","-0.0761606038431637","-0.0761606038431637"
"14728","-0.05665047284855973","-0.05665047284855973","-0.05665047284855973"
"14784","-0.0514557388639029","-0.0514557388639029","-0.0514557388639029"
"14840","-0.07583448248715285","-0.07583448248715285","-0.07583448248715285"
"14896","-0.10943559783117962","-0.10943559783117962","-0.10943559783117962"
"14952","-0.0453434180211237","-0.0453434180211237","-0.0453434180211237"
"15008","-0.0821327551578482","-0.0821327551578482","-0.0821327551578482"
"15064","-0.0799916593823582","-0.0799916593823582","-0.0799916593823582"
"15120","-0.10080140151937182","-0.10080140151937182","-0.10080140151937182"
"15176","-0.05283072495027833","-0.05283072495027833","-0.05283072495027833"
"15232","-0.13293353659294857","-0.13293353659294857","-0.13293353659294857"
"15288","-0.040589931110541023","-0.040589931110541023","-0.040589931110541023"
"15344","-0.05524723752387217","-0.05524723752387217","-0.05524723752387217"
"15400","-0.07790397253120318","-0.07790397253120318","-0.07790397253120318"
"15456","-0.07971742213703692","-0.07971742213703692","-0.07971742213703692"
"15512","-0.06098368911383053","-0.06098368911383053","-0.06098368911383053"
"15568","-0.044743409170829786","-0.044743409170829786","-0.044743409170829786"
"15624","-0.07512614818309278","-0.07512614818309278","-0.07512614818309278"
"15680","-0.06755894825376647","-0.06755894825376647","-0.06755894825376647"
"15736","-0.08071514906866166","-0.08071514906866166","-0.08071514906866166"
"15792","-0.0367061849538004","-0.0367061849538004","-0.0367061849538004"
"15848","-0.057230009285073415","-0.057230009285073415","-0.057230009285073415"
"15904","-0.0839925446768272","-0.0839925446768272","-0.0839925446768272"
"15960","-0.08863537797393899","-0.08863537797393899","-0.08863537797393899"
"16016","-0.044304516559350304","-0.044304516559350304","-0.044304516559350304"
"16072","-0.06435745692094012","-0.06435745692094012","-0.06435745692094012"
"16128","-0.11380635466412059","-0.11380635466412059","-0.11380635466412059"
"16184","-0.06694208689683971","-0.06694208689683971","-0.06694208689683971"
"16240","-0.09630258674830354","-0.09630258674830354","-0.09630258674830354"
"16296","-0.028862173825473292","-0.028862173825473292","-0.028862173825473292"
"16352","-0.08686949390297134","-0.08686949390297134","-0.08686949390297134"
"16408","-0.046820531298484035","-0.046820531298484035","-0.046820531298484035"
"16464","-0.10605490122785947","-0.10605490122785947","-0.10605490122785947"
"16520","-0.09540625677861196","-0.09540625677861196","-0.09540625677861196"
"16576","-0.14717017931009954","-0.14717017931009954","-0.14717017931009954"
"16632","-0.10060894589332747","-0.10060894589332747","-0.10060894589332747"
"16688","-0.0532307140189611","-0.0532307140189611","-0.0532307140189611"
"16744","-0.09742277082599078","-0.09742277082599078","-0.09742277082599078"
"16800","-0.10322577008992084","-0.10322577008992084","-0.10322577008992084"
"16856","-0.09101944273425033","-0.09101944273425033","-0.09101944273425033"
"16912","-0.12812146151069706","-0.12812146151069706","-0.12812146151069706"
"16968","-0.10397704983612736","-0.10397704983612736","-0.10397704983612736"
"17024","-0.04805102049916362","-0.04805102049916362","-0.04805102049916362"
"17080","-0.11939875215951663","-0.11939875215951663","-0.11939875215951663"
"17136","-0.08330201210143666","-0.08330201210143666","-0.08330201210143666"
"17192","-0.09035564672861558","-0.09035564672861558","-0.09035564672861558"
"17248","-0.1010058591618872","-0.1010058591618872","-0.1010058591618872"
"17304","-0.09115729161931085","-0.09115729161931085","-0.09115729161931085"
"17360","-0.09939382468534556","-0.09939382468534556","-0.09939382468534556"
"17416","-0.1038447007498083","-0.1038447007498083","-0.1038447007498083"
"17472","-0.041361376063529555","-0.041361376063529555","-0.041361376063529555"
"17528","-0.0808095796116201","-0.0808095796116201","-0.0808095796116201"
"17584","-0.12504356824016818","-0.12504356824016818","-0.12504356824016818"
"17640","-0.12110988537703331","-0.12110988537703331","-0.12110988537703331"
"17696","-0.04318169074637505","-0.04318169074637505","-0.04318169074637505"
"17752","-0.06078842430239698","-0.06078842430239698","-0.06078842430239698"
"17808","-0.09238893516885582","-0.09238893516885582","-0.09238893516885582"
"17864","-0.10976395998174364","-0.10976395998174364","-0.10976395998174364"
"17920","-0.08550803308025934","-0.08550803308025934","-0.08550803308025934"
"17976","-0.09019366698339581","-0.09019366698339581","-0.09019366698339581"
"18032","-0.03106640566450854","-0.03106640566450854","-0.03106640566450854"
"18088","-0.10584863418262103","-0.10584863418262103","-0.10584863418262103"
"18144","-0.09986183605118033","-0.09986183605118033","-0.09986183605118033"
"18200","-0.12780969517189078","-0.12780969517189078","-0.12780969517189078"
"18256","-0.042120794736547396","-0.042120794736547396","-0.042120794736547396"
"18312","-0.07532708744596069","-0.07532708744596069","-0.07532708744596069"
"18368","-0.11386608579778112","-0.11386608579778112","-0.11386608579778112"
"18424","-0.0675233324994527","-0.0675233324994527","-0.0675233324994527"
"18480","-0.06474332362025355","-0.06474332362025355","-0.06474332362025355"
"18536","-0.08000420387058209","-0.08000420387058209","-0.08000420387058209"
"18592","-0.12648478432189827","-0.12648478432189827","-0.12648478432189827"
"18648","-0.0875019880986656","-0.0875019880986656","-0.0875019880986656"
"18704","-0.06488584206575372","-0.06488584206575372","-0.06488584206575372"
"18760","-0.10936472736648284","-0.10936472736648284","-0.10936472736648284"
"18816","-0.0785155331347293","-0.0785155331347293","-0.0785155331347293"
"18872","-0.09213193089575118","-0.09213193089575118","-0.09213193089575118"
"18928","-0.11439987369036923","-0.11439987369036923","-0.11439987369036923"
"18984","-0.12907773309052573","-0.12907773309052573","-0.12907773309052573"
"19040","-0.1368633024248993","-0.1368633024248993","-0.1368633024248993"
"19096","-0.1905064183762685","-0.1905064183762685","-0.1905064183762685"
"19152","-0.10147852115915157","-0.10147852115915157","-0.10147852115915157"
"19208","-0.09802100481275981","-0.09802100481275981","-0.09802100481275981"
"19264","-0.11362973372282188","-0.11362973372282188","-0.11362973372282188"
"19320","-0.1074671419725443","-0.1074671419725443","-0.1074671419725443"
"19376","-0.09078288129967405","-0.09078288129967405","-0.09078288129967405"
"19432","-0.09184409921484378","-0.09184409921484378","-0.09184409921484378"
"19488","-0.06377729134207281","-0.06377729134207281","-0.06377729134207281"
"19544","-0.14180329211133844","-0.14180329211133844","-0.14180329211133844"
"19600","-0.13906622457822473","-0.13906622457822473","-0.13906622457822473"
"19656","-0.11091271823291511","-0.11091271823291511","-0.11091271823291511"
"19712","-0.10065097757615149","-0.10065097757615149","-0.10065097757615149"
"19768","-0.13166972771675015","-0.13166972771675015","-0.13166972771675015"
"19824","-0.12505735015656683","-0.12505735015656683","-0.12505735015656683"
"19880","-0.12332657559697206","-0.12332657559697206","-0.12332657559697206"
"19936","-0.03513301571729244","-0.03513301571729244","-0.03513301571729244"
"19992","-0.10951574576999216","-0.10951574576999216","-0.10951574576999216"
"20048","-0.15171383529923332","-0.15171383529923332","-0.15171383529923332"
"20104","-0.09567009592137765","-0.09567009592137765","-0.09567009592137765"
"20160","-0.15224380427389406","-0.15224380427389406","-0.15224380427389406"
"20216","-0.08878889780802031","-0.08878889780802031","-0.08878889780802031"
"20272","-0.09776646065680931","-0.09776646065680931","-0.09776646065680931"
"20328","-0.14660953310461386","-0.14660953310461386","-0.14660953310461386"
"20384","-0.1419294159519874","-0.1419294159519874","-0.1419294159519874"
"20440","-0.07690619868177843","-0.07690619868177843","-0.07690619868177843"
"20496","-0.1477755972155137","-0.1477755972155137","-0.1477755972155137"
"20552","-0.10298001173820619","-0.10298001173820619","-0.10298001173820619"
"20608","-0.11889140675581682","-0.11889140675581682","-0.11889140675581682"
"20664","-0.1330955650191754","-0.1330955650191754","-0.1330955650191754"
"20720","-0.12036657684560244","-0.12036657684560244","-0.12036657684560244"
"20776","-0.17129722115593418","-0.17129722115593418","-0.17129722115593418"
"20832","-0.09926487309470151","-0.09926487309470151","-0.09926487309470151"
"20888","-0.1046593100084768","-0.1046593100084768","-0.1046593100084768"
"20944","-0.13791294002294308","-0.13791294002294308","-0.13791294002294308"
"21000","-0.1278183283090281","-0.1278183283090281","-0.1278183283090281"
"21056","-0.08209131453478828","-0.08209131453478828","-0.08209131453478828"
"21112","-0.08141507948797273","-0.08141507948797273","-0.08141507948797273"
"21168","-0.16291762444961932","-0.16291762444961932","-0.16291762444961932"
"21224","-0.13545944733778015","-0.13545944733778015","-0.13545944733778015"
"21280","-0.19958499145771688","-0.19958499145771688","-0.19958499145771688"
"21336","-0.12085276729339967","-0.12085276729339967","-0.12085276729339967"
"21392","-0.11864030400465708","-0.11864030400465708","-0.11864030400465708"
"21448","-0.181319818473033","-0.181319818473033","-0.181319818473033"
"21504","-0.1528517236135182","-0.1528517236135182","-0.1528517236135182"
"21560","-0.1390191991328417","-0.1390191991328417","-0.1390191991328417"
"21616","-0.09767238787389942","-0.09767238787389942","-0.09767238787389942"
"21672","-0.13448310500704488","-0.13448310500704488","-0.13448310500704488"
"21728","-0.1908620649483055","-0.1908620649483055","-0.1908620649483055"
"21784","-0.16963251059254011","-0.16963251059254011","-0.16963251059254011"
"21840","-0.11692632859679482","-0.11692632859679482","-0.11692632859679482"
"21896","-0.15530948454882795","-0.15530948454882795","-0.15530948454882795"
"21952","-0.07207470781092222","-0.07207470781092222","-0.07207470781092222"
"22008","-0.1511908681083393","-0.1511908681083393","-0.1511908681083393"
"22064","-0.12363619033506741","-0.12363619033506741","-0.12363619033506741"
